subject,class,chapter_file,chapter_number,heading_number,heading_text
Physics,Class 12,Nuclei.pdf,13,13.4.2,Nuclear binding energy
Physics,Class 12,Nuclei.pdf,13,13.5,Nuclear Force
Physics,Class 12,Nuclei.pdf,13,13.6,Radioactivity
Physics,Class 12,Nuclei.pdf,13,13.7,Nuclear Energy
Physics,Class 12,Nuclei.pdf,13,13.7.1,Fission
Physics,Class 12,Nuclei.pdf,13,13.7.2,Nuclear fusion – energy generation in stars
Physics,Class 12,Nuclei.pdf,13,13.7.3,Controlled thermonuclear fusion
Physics,Class 12,Ray Optics.pdf,9,9.1,Introduction
Physics,Class 12,Ray Optics.pdf,9,9.2,Reflection Of Light By Spherical Mirrors
Physics,Class 12,Ray Optics.pdf,9,9.2.1,Sign convention
Physics,Class 12,Ray Optics.pdf,9,9.2.2,Focal length of spherical mirrors
Physics,Class 12,Ray Optics.pdf,9,9.2.3,The mirror equation
Physics,Class 12,Ray Optics.pdf,9,9.3,Refraction
Physics,Class 12,Ray Optics.pdf,9,9.4,Total Internal Reflection
Physics,Class 12,Ray Optics.pdf,9,9.4.1,Total internal reflection in nature and its technological applications
Physics,Class 12,Ray Optics.pdf,9,9.5,Refraction At Spherical Surfaces And By Lenses
Physics,Class 12,Ray Optics.pdf,9,9.5.1,Refraction at a spherical surface
Physics,Class 12,Ray Optics.pdf,9,9.5.2,Refraction by a lens
Physics,Class 12,Ray Optics.pdf,9,9.5.3,Power of a lens
Physics,Class 12,Ray Optics.pdf,9,9.5.4,Combination of thin lenses in contact
Physics,Class 12,Ray Optics.pdf,9,9.6,Refraction Through A Prism
Physics,Class 12,Ray Optics.pdf,9,9.7,Optical Instruments
Physics,Class 12,Ray Optics.pdf,9,9.7.1,The microscope
Physics,Class 12,Ray Optics.pdf,9,9.7.2,Telescope
Physics,Class 12,SemiConductor Electronics.pdf,14,14.1,Introduction
Physics,Class 12,SemiConductor Electronics.pdf,14,14.2,Classification Of Metals Conductors And Semiconductors
Physics,Class 12,SemiConductor Electronics.pdf,14,14.3,Intrinsic Semiconductor
Physics,Class 12,SemiConductor Electronics.pdf,14,14.4,Extrinsic Semiconductor
Physics,Class 12,SemiConductor Electronics.pdf,14,14.5,p-n Junction
Physics,Class 12,SemiConductor Electronics.pdf,14,14.5.1,p-n junction formation
Physics,Class 12,SemiConductor Electronics.pdf,14,14.6,Semiconductor Diode
Physics,Class 12,SemiConductor Electronics.pdf,14,14.6.1,p-n junction diode under forward bias
Physics,Class 12,SemiConductor Electronics.pdf,14,14.6.2,p-n junction diode under reverse bias
Physics,Class 12,SemiConductor Electronics.pdf,14,14.7,Application Of Junction Diode As A Rectifier
Physics,Class 12,Wave Optics.pdf,10,10.1,Introduction
Physics,Class 12,Wave Optics.pdf,10,10.2,Huygens Principle
Physics,Class 12,Wave Optics.pdf,10,10.3,Refraction And Reflection Of Plane Waves Using Huygens Principle
Physics,Class 12,Wave Optics.pdf,10,10.3.1,Refraction of a plane wave
Physics,Class 12,Wave Optics.pdf,10,10.3.2,Refraction at a rarer medium
Physics,Class 12,Wave Optics.pdf,10,10.3.3,Reflection of a plane wave by a plane surface
Physics,Class 12,Wave Optics.pdf,10,10.4,Coherent And Incoherent Addition Of Waves
Physics,Class 12,Wave Optics.pdf,10,10.5,Interference Of Light Waves And Young's Experiment
Physics,Class 12,Wave Optics.pdf,10,10.6,Diffraction
Physics,Class 12,Wave Optics.pdf,10,10.6.1,The single slit
Physics,Class 12,Wave Optics.pdf,10,10.6.2,Seeing the single slit diffraction pattern
Physics,Class 12,Wave Optics.pdf,10,10.7,Polarisation
